champ,role,pickrate,winrate,banrate,rank,change
Brand,SUPPORT,2.49,47.51,2.1,plattogm,no change
Braum,SUPPORT,2.2,51.24,0.23,plattogm,no change
Caitlyn,ADC,11.11,52.72,4.41,plattogm,no change
Camille,TOP,9.88,49.94,16.51,plattogm,no change
Cassiopeia,MID,2.55,50.84,1.26,plattogm,no change
Cassiopeia,TOP,0.62,52.26,1.26,plattogm,no change
Cho'Gath,TOP,3.9,53.15,1.48,plattogm,no change
Cho'Gath,MID,0.8,50.92,1.48,plattogm,no change
Corki,MID,2.08,51.39,0.19,plattogm,no change
Darius,TOP,6.93,53.1,31.01,plattogm,no change
Diana,MID,5.2,52.82,2.76,plattogm,no change
Dr. Mundo,JUNGLE,4.1,49.75,1.9,plattogm,no change
Dr. Mundo,TOP,0.59,50.3,2.19,plattogm,no change
Draven,ADC,4.65,51.32,3.82,plattogm,no change
Ekko,MID,5.05,50.05,6.07,plattogm,no change
Ekko,JUNGLE,6.12,50.33,6.07,plattogm,no change
Elise,JUNGLE,7.16,52.74,8.94,plattogm,no change
Evelynn,JUNGLE,4.62,51.98,12.91,plattogm,no change
Ezreal,ADC,20.6,47.74,3.82,plattogm,no change
Fiddlesticks,JUNGLE,4.21,53.67,4.46,plattogm,no change
Fiora,TOP,7.89,51.23,8.82,plattogm,no change
Fizz,MID,4.8,52.51,12.43,plattogm,no change
Galio,MID,4.94,53.6,3.19,plattogm,no change
Galio,SUPPORT,3.79,51.64,3.19,plattogm,no change
Gangplank,TOP,4.55,46.05,2.06,plattogm,no change
Gangplank,MID,0.63,48.68,2.06,plattogm,no change
Garen,TOP,5.64,54.4,3.42,plattogm,no change
Garen,MID,0.91,54.24,4.02,plattogm,no change
Gnar,TOP,14.03,51.89,13.49,plattogm,no change
Gragas,TOP,6.45,48.38,2.73,plattogm,nerf
Gragas,JUNGLE,3.32,50.26,2.73,plattogm,nerf
Gragas,SUPPORT,2.55,48.09,2.73,plattogm,nerf
Graves,JUNGLE,10.15,49.24,8.07,plattogm,no change
Hecarim,JUNGLE,12.94,50.56,27.75,plattogm,no change
Heimerdinger,TOP,0.9,53.97,0.57,plattogm,no change
Heimerdinger,ADC,0.48,53.67,0.57,plattogm,no change
Heimerdinger,MID,0.75,47.17,0.57,plattogm,no change
Illaoi,TOP,1.69,51.72,1.72,plattogm,no change
Irelia,TOP,7.43,47.45,16.91,plattogm,no change
Irelia,MID,4.01,45.3,16.91,plattogm,no change
Ivern,JUNGLE,2.58,52.29,1.56,plattogm,no change
Janna,SUPPORT,5.91,52.11,0.68,plattogm,no change
Jarvan IV,JUNGLE,4.81,51.37,0.33,plattogm,no change
Jax,TOP,3.53,48.51,4.93,plattogm,buff
Jax,MID,0.38,47.05,4.93,plattogm,buff
Jax,JUNGLE,0.9,42.06,4.85,plattogm,buff
Jayce,TOP,4,48.54,1.49,plattogm,no change
Jayce,MID,1.04,48.31,1.49,plattogm,no change
Jhin,ADC,17,51.12,5.91,plattogm,no change
Jinx,ADC,14.24,52.48,3.36,plattogm,no change
Kai'Sa,ADC,28.98,51.24,32.39,plattogm,no change
Kalista,ADC,2.43,49.42,0.46,plattogm,no change
Kalista,TOP,0.31,43.54,0.39,plattogm,no change
Karma,SUPPORT,5.41,50.07,0.36,plattogm,buff
Karma,MID,0.66,47.23,0.36,plattogm,buff
Karthus,JUNGLE,4.95,53.16,11.35,plattogm,no change
Kassadin,MID,5.98,51.82,19.07,plattogm,no change
Katarina,MID,7.82,51.06,20.51,plattogm,no change
Kayle,TOP,1.7,48.46,0.33,plattogm,no change
Kayle,MID,0.33,47.72,0.35,plattogm,no change
Kayn,JUNGLE,9.93,48.82,9.82,plattogm,no change
Kennen,TOP,2.18,52.45,0.37,plattogm,no change
Kennen,MID,0.54,52.69,0.37,plattogm,no change
Kha'Zix,JUNGLE,9.82,53.76,13.34,plattogm,no change
Kindred,JUNGLE,3.41,49.29,1.09,plattogm,no change
Kled,TOP,1.71,47.54,0.66,plattogm,no change
Kled,MID,0.38,49.77,0.72,plattogm,no change
Kog'Maw,MID,0.13,53.61,0.09,plattogm,no change
Kog'Maw,ADC,0.8,50.62,0.1,plattogm,no change
LeBlanc,MID,3.36,49.22,2.49,plattogm,no change
Lee Sin,JUNGLE,11.39,48.53,2.69,plattogm,no change
Leona,SUPPORT,9.27,51.97,18.67,plattogm,no change
Lillia,JUNGLE,8.83,47.57,5.09,plattogm,no change
Lissandra,MID,1.74,51.56,0.28,plattogm,no change
Lissandra,TOP,0.23,49.94,0.29,plattogm,no change
Lucian,MID,4.74,48.7,5.22,plattogm,no change
Lucian,ADC,6.99,50.5,5.22,plattogm,no change
Lucian,TOP,1.2,49.23,5.22,plattogm,no change
Lulu,SUPPORT,12.05,50.16,10.64,plattogm,no change
Lux,MID,3.27,50.27,0.62,plattogm,no change
Lux,SUPPORT,3.66,47.34,0.62,plattogm,no change
Malphite,TOP,7.15,53.02,14.04,plattogm,no change
Malphite,MID,1.11,53.35,14.04,plattogm,no change
Malzahar,MID,2.61,53.49,1.97,plattogm,no change
Malzahar,TOP,0.37,54.65,2.26,plattogm,no change
Maokai,TOP,0.76,51.19,0.76,plattogm,no change
Maokai,SUPPORT,2.29,51.22,0.68,plattogm,no change
Master Yi,JUNGLE,3.68,49.58,6.54,plattogm,buff
Miss Fortune,ADC,6.54,52.81,0.69,plattogm,no change
Mordekaiser,TOP,4.11,49.59,3.4,plattogm,no change
Mordekaiser,MID,0.59,54.48,3.85,plattogm,no change
Morgana,SUPPORT,6.78,49.76,23.79,plattogm,no change
Morgana,MID,0.85,53.81,23.79,plattogm,no change
Nami,SUPPORT,5.09,53.08,0.15,plattogm,no change
Nasus,TOP,3.49,52.95,2.11,plattogm,no change
Nautilus,SUPPORT,6.96,50.05,7.15,plattogm,no change
Neeko,MID,2.01,52.84,0.36,plattogm,no change
Neeko,TOP,0.45,51.42,0.36,plattogm,no change
Neeko,SUPPORT,0.59,46.83,0.36,plattogm,no change
Nidalee,JUNGLE,7.4,49.25,4.28,plattogm,no change
Nocturne,JUNGLE,2.97,54.13,1.12,plattogm,no change
Nocturne,TOP,0.88,53.64,1.12,plattogm,no change
Nocturne,MID,0.56,52.06,1.12,plattogm,no change
Olaf,JUNGLE,3.92,50.61,9.47,plattogm,no change
Orianna,MID,6.03,49.36,0.8,plattogm,no change
Ornn,TOP,3.91,50.14,0.63,plattogm,no change
Pantheon,MID,2.6,51.62,10.88,plattogm,no change
Pantheon,TOP,1.77,49.94,10.88,plattogm,no change
Pantheon,JUNGLE,1.06,48.39,11.84,plattogm,no change
Pantheon,SUPPORT,1.86,44.15,10.88,plattogm,no change
Poppy,TOP,2.09,51.43,0.83,plattogm,no change
Poppy,JUNGLE,1.03,50.43,0.83,plattogm,no change
Pyke,SUPPORT,5.37,48.86,3.97,plattogm,tweak
Pyke,MID,1.12,52.3,3.97,plattogm,tweak
Qiyana,MID,2.96,48.97,0.66,plattogm,buff
Quinn,TOP,2.08,50.16,1.19,plattogm,no change
Quinn,MID,0.35,54.35,1.26,plattogm,no change
Rakan,SUPPORT,4.58,51.35,0.21,plattogm,no change
Rammus,JUNGLE,3.89,53.57,6.1,plattogm,nerf
Rek'Sai,JUNGLE,4.9,51.73,2.7,plattogm,no change
Rell,SUPPORT,9.82,51.75,23.22,plattogm,nerf
Renekton,TOP,6.65,49.52,10.06,plattogm,no change
Renekton,MID,1.43,53.14,10.06,plattogm,no change
Rengar,JUNGLE,4.28,52.75,5.99,plattogm,no change
Rengar,TOP,1.25,48.3,5.99,plattogm,no change
Riven,TOP,6.63,49.78,3.61,plattogm,no change
Riven,MID,0.93,55.19,3.61,plattogm,no change
Rumble,MID,1.57,50.13,0.37,plattogm,no change
Rumble,TOP,1.35,49.19,0.37,plattogm,no change
Ryze,MID,4.14,47.17,0.29,plattogm,no change
Ryze,TOP,1.23,44.98,0.29,plattogm,no change
Samira,ADC,3.64,47.94,13.8,plattogm,buff
Sejuani,JUNGLE,1.69,51.2,0.13,plattogm,buff
Senna,SUPPORT,10.79,49.83,19.6,plattogm,no change
Senna,ADC,9.07,52.35,19.6,plattogm,no change
Seraphine,SUPPORT,12.66,53,31.02,plattogm,tweak
Seraphine,MID,2.6,54.1,31.02,plattogm,tweak
Seraphine,ADC,2.14,55.98,31.02,plattogm,tweak
Sett,TOP,5.04,46.5,2.28,plattogm,no change
Sett,MID,1.36,50.74,2.28,plattogm,no change
Sett,SUPPORT,2.21,46.09,2.28,plattogm,no change
Shaco,JUNGLE,5.17,53.89,8.4,plattogm,tweak
Shaco,SUPPORT,2.43,49.51,8.4,plattogm,tweak
Shen,TOP,5.54,53.3,2.15,plattogm,no change
Shyvana,JUNGLE,2.39,49.27,0.46,plattogm,no change
Singed,TOP,1.61,51.2,0.3,plattogm,no change
Singed,MID,0.21,55.85,0.26,plattogm,no change
Sion,TOP,3.44,49.15,0.24,plattogm,no change
Sion,MID,0.44,48.67,0.24,plattogm,no change
Sivir,ADC,7.36,51.34,1.49,plattogm,no change
Skarner,JUNGLE,3.82,56.02,2.31,plattogm,no change
Sona,SUPPORT,1.72,55.7,0.16,plattogm,no change
Soraka,SUPPORT,4.05,50.17,0.58,plattogm,no change
Swain,SUPPORT,2.42,54.55,1.94,plattogm,no change
Swain,ADC,0.9,53.29,1.94,plattogm,no change
Swain,MID,0.8,51.36,1.94,plattogm,no change
Sylas,MID,4.89,48.37,2.07,plattogm,no change
Sylas,TOP,1.86,51.67,2.07,plattogm,no change
Syndra,MID,4.27,47.84,1.03,plattogm,no change
Tahm Kench,ADC,0.57,53.67,0.14,plattogm,no change
Tahm Kench,TOP,0.59,48.81,0.15,plattogm,no change
Tahm Kench,SUPPORT,0.26,46.87,0.14,plattogm,no change
Taliyah,JUNGLE,2.81,50.55,0.98,plattogm,no change
Talon,MID,5.25,52.16,4.36,plattogm,no change
Talon,TOP,0.59,56.6,4.36,plattogm,no change
Taric,SUPPORT,0.98,44.36,0.18,plattogm,no change
Teemo,MID,0.33,54.15,1.89,plattogm,no change
Teemo,TOP,2.23,44.87,1.63,plattogm,no change
Thresh,SUPPORT,20.27,51.68,14.55,plattogm,no change
Tristana,ADC,8.39,51.11,2.5,plattogm,no change
Tristana,MID,1.76,52.41,2.5,plattogm,no change
Trundle,JUNGLE,0.71,51.4,0.11,plattogm,buff
Trundle,TOP,0.28,48.76,0.12,plattogm,buff
Tryndamere,TOP,2.25,49.65,1.96,plattogm,no change
Tryndamere,MID,0.45,48.02,1.96,plattogm,no change
Twisted Fate,MID,6.15,49.01,1.26,plattogm,no change
Twitch,ADC,4.83,49.47,5.91,plattogm,tweak
Twitch,SUPPORT,1.09,41.69,5.91,plattogm,tweak
Udyr,JUNGLE,10.24,53.26,61.84,plattogm,nerf
Urgot,TOP,3.39,50.49,1.33,plattogm,no change
Urgot,MID,0.38,54.55,1.5,plattogm,no change
Varus,ADC,2.48,48.65,0.17,plattogm,no change
Vayne,ADC,13.52,53.32,10.98,plattogm,no change
Veigar,MID,3.05,52.6,0.49,plattogm,no change
Veigar,ADC,0.63,54.86,0.49,plattogm,no change
Vel'Koz,MID,1.73,51.98,0.38,plattogm,no change
Vel'Koz,SUPPORT,1.47,51.36,0.38,plattogm,no change
Vi,JUNGLE,2.52,53.24,0.3,plattogm,no change
Viego,JUNGLE,8.96,49.81,43.37,plattogm,no change
Viego,MID,3.96,49.2,43.37,plattogm,no change
Viego,TOP,3.21,49.95,43.37,plattogm,no change
Viktor,MID,5.5,52.66,1.25,plattogm,no change
Vladimir,MID,3.93,51.17,4.16,plattogm,no change
Vladimir,TOP,2.17,50.52,4.16,plattogm,no change
Volibear,TOP,3.97,51.79,2.11,plattogm,no change
Volibear,JUNGLE,0.85,48.93,2.28,plattogm,no change
Warwick,JUNGLE,2.49,52.17,0.54,plattogm,no change
Warwick,TOP,0.73,49.23,0.48,plattogm,no change
Wukong,TOP,3.88,50.74,1.9,plattogm,no change
Wukong,MID,0.49,56.58,1.76,plattogm,no change
Wukong,JUNGLE,0.55,44.54,1.76,plattogm,no change
Xayah,ADC,7.46,48.25,0.73,plattogm,no change
Xerath,MID,1.78,49.12,0.7,plattogm,no change
Xerath,SUPPORT,1.68,47.46,0.7,plattogm,no change
Xin Zhao,JUNGLE,1.15,47.55,0.09,plattogm,no change
Yasuo,MID,7.33,51.29,15.09,plattogm,no change
Yasuo,TOP,2.02,51.64,15.09,plattogm,no change
Yasuo,ADC,1.21,49.65,15.09,plattogm,no change
Yone,MID,10.64,50.68,29.42,plattogm,no change
Yone,TOP,2.46,51.61,29.42,plattogm,no change
Yorick,MID,0.14,54,0.44,plattogm,no change
Yorick,TOP,1.11,48.31,0.36,plattogm,no change
Yuumi,SUPPORT,8.13,49.32,7.93,plattogm,no change
Zac,JUNGLE,2.45,50.84,0.7,plattogm,no change
Zac,TOP,0.29,49.56,0.7,plattogm,no change
Zed,MID,9.03,51.92,25.67,plattogm,no change
Ziggs,MID,1.01,49.9,0.08,plattogm,no change
Ziggs,ADC,0.27,49.59,0.08,plattogm,no change
Zilean,MID,0.57,56.85,0.59,plattogm,no change
Zilean,SUPPORT,2.82,49.96,0.59,plattogm,no change
Zoe,MID,4.53,50.01,3.78,plattogm,no change
Zyra,SUPPORT,2.37,48.92,0.6,plattogm,no change
Aatrox,TOP,5.57,48.6,3.46,plattogm,no change
Aatrox,MID,0.8,55.81,3.46,plattogm,no change
Ahri,MID,6,52.79,1.17,plattogm,no change
Akali,TOP,0.85,50.42,3.9,plattogm,tweak
Akali,MID,2.13,44.23,3.9,plattogm,tweak
Alistar,SUPPORT,12,51.58,4.57,plattogm,no change
Amumu,JUNGLE,1.55,46.24,0.56,plattogm,no change
Anivia,MID,4.72,52.87,10.99,plattogm,no change
Annie,MID,2.34,52.43,0.86,plattogm,no change
Aphelios,ADC,5.34,47.85,1.34,plattogm,no change
Ashe,ADC,4.52,50.17,0.55,plattogm,no change
Ashe,SUPPORT,0.75,48.11,0.55,plattogm,no change
Aurelion Sol,TOP,0.12,55.02,0.23,plattogm,no change
Aurelion Sol,MID,0.91,53.42,0.25,plattogm,no change
Azir,MID,1.94,45.27,0.38,plattogm,no change
Bard,SUPPORT,6.43,52.98,1.48,plattogm,no change
Blitzcrank,SUPPORT,5.43,48.33,5.84,plattogm,no change
Brand,SUPPORT,2.75,49.65,2.27,plattogm,no change
Brand,MID,0.71,50.94,2.8,plattogm,no change
Braum,SUPPORT,2.19,49,0.26,plattogm,no change
Caitlyn,ADC,11.9,51.59,5.18,plattogm,no change
Camille,TOP,8.29,50.87,11.56,plattogm,no change
Cassiopeia,MID,2.35,51.86,1.32,plattogm,no change
Cassiopeia,TOP,0.64,48.26,1.32,plattogm,no change
Cho'Gath,TOP,4.54,52.52,1.76,plattogm,no change
Cho'Gath,MID,0.92,49.63,1.76,plattogm,no change
Corki,MID,2.39,54.34,0.26,plattogm,no change
Darius,TOP,6.91,52.9,31.34,plattogm,no change
Diana,MID,5.03,52.72,3.45,plattogm,no change
Dr. Mundo,JUNGLE,4.21,50.25,2.23,plattogm,no change
Draven,ADC,5.04,50.16,4.51,plattogm,no change
Ekko,MID,4.5,52.33,5.28,plattogm,no change
Ekko,JUNGLE,5.71,49.28,5.28,plattogm,no change
Elise,JUNGLE,6.8,51.6,7.75,plattogm,no change
Evelynn,JUNGLE,4.46,50.87,12.21,plattogm,no change
Ezreal,ADC,18.72,48.4,3.78,plattogm,no change
Fiddlesticks,JUNGLE,4.3,52.35,4.45,plattogm,no change
Fiddlesticks,SUPPORT,0.31,46.72,4.45,plattogm,no change
Fiora,TOP,7.21,50.97,9.77,plattogm,no change
Fizz,MID,4.46,52.24,11.29,plattogm,no change
Galio,MID,4.47,53.03,2.44,plattogm,no change
Galio,SUPPORT,2.33,49.84,2.44,plattogm,no change
Gangplank,TOP,4.26,46.16,1.93,plattogm,no change
Gangplank,MID,0.57,48.82,1.93,plattogm,no change
Garen,TOP,5.66,52.02,3.71,plattogm,no change
Garen,MID,0.96,57.38,4.41,plattogm,no change
Gnar,TOP,14.82,52.09,19.41,plattogm,nerf
Gragas,TOP,4.56,49.84,2.32,plattogm,no change
Gragas,JUNGLE,3.52,48.74,2.32,plattogm,no change
Gragas,SUPPORT,2.01,48.88,2.32,plattogm,no change
Graves,JUNGLE,9,48.92,6.22,plattogm,no change
Hecarim,JUNGLE,16.95,53.61,44.7,plattogm,nerf
Heimerdinger,ADC,0.48,57.06,0.57,plattogm,no change
Heimerdinger,MID,0.77,52.85,0.55,plattogm,no change
Heimerdinger,TOP,0.85,50.05,0.57,plattogm,no change
Illaoi,TOP,1.63,50.51,1.83,plattogm,no change
Irelia,TOP,7.21,46.55,18.62,plattogm,no change
Irelia,MID,4.11,46.39,18.62,plattogm,no change
Ivern,JUNGLE,2.34,55.81,1.09,plattogm,no change
Janna,SUPPORT,5.96,52.31,0.62,plattogm,no change
Jarvan IV,JUNGLE,3.79,51.4,0.27,plattogm,no change
Jax,TOP,4.6,50.03,5.62,plattogm,no change
Jax,JUNGLE,1.12,53.05,5.63,plattogm,no change
Jayce,TOP,4.33,48.83,1.49,plattogm,no change
Jayce,MID,1.08,49.95,1.49,plattogm,no change
Jhin,ADC,16.01,50.62,4.83,plattogm,no change
Jinx,ADC,13.32,52.56,2.74,plattogm,no change
Kai'Sa,ADC,31.39,51.77,30.59,plattogm,no change
Kalista,ADC,2.23,48.34,0.42,plattogm,no change
Karma,SUPPORT,7.29,50,0.82,plattogm,no change
Karma,TOP,0.85,51.57,0.82,plattogm,no change
Karma,MID,0.95,51.95,0.82,plattogm,no change
Karthus,JUNGLE,5.33,52.38,12.04,plattogm,nerf
Kassadin,MID,6.17,50.09,23.19,plattogm,no change
Katarina,MID,7.28,50.71,16.89,plattogm,no change
Kayle,MID,0.37,54.24,0.35,plattogm,no change
Kayle,TOP,1.72,48.02,0.35,plattogm,no change
Kayn,JUNGLE,10.09,50.64,11.35,plattogm,no change
Kennen,TOP,2.29,52.92,0.32,plattogm,no change
Kennen,MID,0.51,55.73,0.32,plattogm,no change
Kha'Zix,JUNGLE,10.04,52.95,13.35,plattogm,no change
Kindred,JUNGLE,3.13,50.19,0.92,plattogm,no change
Kled,MID,0.33,52.32,0.7,plattogm,no change
Kled,TOP,1.48,48.49,0.7,plattogm,no change
Kog'Maw,ADC,1.73,51.28,0.18,plattogm,no change
Kog'Maw,MID,0.21,44.19,0.18,plattogm,no change
LeBlanc,MID,3.41,50.6,2.51,plattogm,buff
Lee Sin,JUNGLE,10.73,49.41,2.75,plattogm,no change
Leona,SUPPORT,9.57,50.68,16.88,plattogm,no change
Lillia,JUNGLE,9.64,46.78,5.81,plattogm,buff
Lissandra,MID,1.82,51.32,0.32,plattogm,no change
Lissandra,TOP,0.24,49.86,0.33,plattogm,no change
Lucian,MID,4.93,47.65,5.36,plattogm,no change
Lucian,ADC,6.67,49.45,5.36,plattogm,no change
Lucian,TOP,1.27,49.13,5.36,plattogm,no change
Lulu,SUPPORT,12.99,51.5,13.14,plattogm,no change
Lux,MID,3.4,50.86,0.68,plattogm,no change
Lux,SUPPORT,3.98,47.71,0.68,plattogm,no change
Malphite,TOP,7.01,50.67,12.53,plattogm,no change
Malphite,MID,1.13,48.38,12.53,plattogm,no change
Malzahar,MID,2.9,51.91,2.3,plattogm,no change
Malzahar,TOP,0.4,54.54,2.68,plattogm,no change
Maokai,SUPPORT,2.12,52.42,0.36,plattogm,no change
Maokai,TOP,0.7,50.79,0.39,plattogm,no change
Master Yi,JUNGLE,4.56,50.04,8.1,plattogm,no change
Miss Fortune,ADC,5.07,52.65,0.43,plattogm,no change
Mordekaiser,TOP,4.34,48.73,3.63,plattogm,no change
Mordekaiser,MID,0.63,55.22,4.14,plattogm,no change
Morgana,SUPPORT,7.4,50.94,26.99,plattogm,no change
Morgana,MID,0.89,49.91,26.99,plattogm,no change
Nami,SUPPORT,5.51,52.01,0.18,plattogm,no change
Nasus,TOP,3.41,52.43,2.28,plattogm,no change
Nautilus,SUPPORT,7.9,49.55,7.75,plattogm,no change
Neeko,MID,1.93,54.95,0.37,plattogm,no change
Neeko,TOP,0.4,55.72,0.37,plattogm,no change
Neeko,SUPPORT,0.61,44.27,0.37,plattogm,no change
Nidalee,JUNGLE,6.73,48.38,3.69,plattogm,no change
Nocturne,JUNGLE,3.95,51.5,1.93,plattogm,no change
Nocturne,MID,1.24,53.25,1.93,plattogm,no change
Nocturne,TOP,1.24,50.95,1.93,plattogm,no change
Olaf,JUNGLE,4.38,49.17,7,plattogm,no change
Orianna,MID,5.78,49.04,0.64,plattogm,no change
Ornn,TOP,3.66,51.09,0.62,plattogm,no change
Pantheon,MID,2.28,53.39,6.51,plattogm,no change
Pantheon,TOP,1.16,53.3,6.51,plattogm,no change
Pantheon,SUPPORT,1.85,46.48,6.51,plattogm,no change
Poppy,TOP,2.2,51.51,1.18,plattogm,no change
Poppy,JUNGLE,1.61,52.1,1.18,plattogm,no change
Pyke,SUPPORT,6.09,48.29,4.41,plattogm,tweak
Qiyana,MID,5.66,49.52,3.84,plattogm,no change
Quinn,TOP,1.82,51.98,1.01,plattogm,no change
Quinn,MID,0.29,52.38,1.11,plattogm,no change
Rakan,SUPPORT,4.89,49.95,0.18,plattogm,no change
Rammus,JUNGLE,3.2,51.04,7.03,plattogm,no change
Rek'Sai,JUNGLE,4.17,51.14,2.35,plattogm,no change
Rell,SUPPORT,8.35,50.38,21.82,plattogm,no change
Renekton,TOP,6.57,48.51,8.85,plattogm,nerf
Renekton,MID,1.4,53.77,8.85,plattogm,nerf
Rengar,JUNGLE,4.23,50.55,6.12,plattogm,no change
Rengar,TOP,1.08,50.44,6.12,plattogm,no change
Riven,TOP,6.49,52.58,3.37,plattogm,no change
Riven,MID,1,58.17,3.37,plattogm,no change
Rumble,MID,1.29,54.49,0.33,plattogm,no change
Rumble,TOP,1.24,49.76,0.33,plattogm,no change
Ryze,MID,4.04,46.48,0.35,plattogm,no change
Ryze,TOP,1.35,46.37,0.35,plattogm,no change
Samira,ADC,6.84,51.2,10.24,plattogm,no change
Sejuani,JUNGLE,2.49,48.94,0.24,plattogm,no change
Sejuani,TOP,0.21,48.84,0.24,plattogm,no change
Senna,SUPPORT,8.63,49.1,15.86,plattogm,no change
Senna,ADC,3.93,48.44,15.86,plattogm,no change
Seraphine,SUPPORT,9.45,51.48,23.42,plattogm,no change
Seraphine,ADC,1.18,57.72,23.42,plattogm,no change
Seraphine,MID,1.88,50.38,23.42,plattogm,no change
Sett,TOP,4.86,49.28,2.36,plattogm,no change
Sett,MID,1.21,51.87,2.36,plattogm,no change
Sett,SUPPORT,2.21,45.15,2.36,plattogm,no change
Shaco,JUNGLE,6.88,52.81,11.84,plattogm,no change
Shaco,SUPPORT,1.77,48.19,11.84,plattogm,no change
Shen,TOP,5.42,51.9,2.04,plattogm,no change
Shyvana,JUNGLE,1.87,51.03,0.31,plattogm,no change
Shyvana,TOP,0.22,48.38,0.33,plattogm,no change
Singed,TOP,1.6,53.67,0.27,plattogm,no change
Singed,MID,0.22,52.85,0.24,plattogm,no change
Sion,TOP,4.59,50.06,0.34,plattogm,no change
Sion,MID,0.6,56.01,0.34,plattogm,no change
Sivir,ADC,7.57,50.99,2.98,plattogm,no change
Skarner,JUNGLE,3.31,54.5,2.09,plattogm,no change
Sona,SUPPORT,1.72,54.43,0.14,plattogm,no change
Soraka,SUPPORT,3.24,49.11,0.4,plattogm,no change
Swain,ADC,1.02,53.86,2.23,plattogm,no change
Swain,SUPPORT,2.69,51.95,2.23,plattogm,no change
Swain,MID,0.87,51.26,2.23,plattogm,no change
Sylas,MID,5.04,51.37,1.94,plattogm,buff
Sylas,TOP,2,51.85,1.94,plattogm,buff
Syndra,MID,3.92,48.25,0.91,plattogm,no change
Tahm Kench,SUPPORT,0.23,55.79,0.15,plattogm,no change
Tahm Kench,ADC,0.34,52.49,0.15,plattogm,no change
Tahm Kench,TOP,0.64,45.88,0.17,plattogm,no change
Taliyah,JUNGLE,2.46,49.25,0.45,plattogm,no change
Talon,MID,5.31,49.35,5.57,plattogm,no change
Taric,SUPPORT,1.14,50.87,0.24,plattogm,no change
Teemo,TOP,2.42,48.89,1.6,plattogm,no change
Teemo,MID,0.34,54.31,1.83,plattogm,no change
Thresh,SUPPORT,20.74,51.95,17.34,plattogm,no change
Tristana,ADC,15.54,51.22,8.23,plattogm,no change
Tristana,MID,2.43,53.21,8.23,plattogm,no change
Trundle,TOP,0.44,55.19,0.17,plattogm,no change
Trundle,JUNGLE,1.12,51.39,0.17,plattogm,no change
Tryndamere,MID,0.47,54.16,1.94,plattogm,no change
Tryndamere,TOP,2.2,47.75,1.94,plattogm,no change
Twisted Fate,MID,6.95,51.47,1.29,plattogm,no change
Twitch,ADC,3.88,50.15,3.73,plattogm,no change
Twitch,SUPPORT,0.52,44.6,3.73,plattogm,no change
Udyr,JUNGLE,7.9,51.76,50.76,plattogm,no change
Urgot,TOP,5.32,53.19,2.48,plattogm,nerf
Urgot,MID,0.55,55.79,2.8,plattogm,nerf
Varus,ADC,2.27,48.65,0.11,plattogm,no change
Varus,MID,0.27,49.03,0.11,plattogm,no change
Vayne,ADC,13.4,52.62,12.04,plattogm,no change
Vayne,TOP,1.57,51.09,12.04,plattogm,no change
Veigar,MID,2.73,50.84,0.52,plattogm,no change
Veigar,ADC,0.93,52.05,0.52,plattogm,no change
Vel'Koz,MID,1.92,50.42,0.47,plattogm,no change
Vel'Koz,SUPPORT,1.63,50.38,0.47,plattogm,no change
Vi,JUNGLE,2.6,54.16,0.38,plattogm,no change
Viego,JUNGLE,7.68,50.6,38.67,plattogm,no change
Viego,MID,3.09,49.38,38.67,plattogm,no change
Viego,TOP,2.35,50.86,38.67,plattogm,no change
Viktor,MID,4.78,50.92,0.97,plattogm,no change
Vladimir,MID,4.07,50.61,4.74,plattogm,no change
Vladimir,TOP,1.98,51.1,4.74,plattogm,no change
Volibear,TOP,4.2,48.4,2.13,plattogm,tweak
Volibear,MID,0.54,53.79,2.31,plattogm,tweak
Volibear,JUNGLE,0.78,46.64,2.13,plattogm,tweak
Warwick,JUNGLE,2.69,50.6,0.61,plattogm,no change
Warwick,TOP,0.73,47.95,0.61,plattogm,no change
Wukong,TOP,3.95,52.58,1.85,plattogm,no change
Wukong,MID,0.49,52.61,1.73,plattogm,no change
Xayah,ADC,7.12,49.31,0.63,plattogm,no change
Xerath,MID,1.77,49.72,0.62,plattogm,no change
Xerath,SUPPORT,1.74,49.41,0.62,plattogm,no change
Xin Zhao,JUNGLE,1.17,46.79,0.12,plattogm,tweak
Yasuo,MID,7.37,49.04,15.8,plattogm,no change
Yasuo,TOP,2.08,50.34,15.8,plattogm,no change
Yasuo,ADC,1.31,50.91,15.8,plattogm,no change
Yone,MID,10.54,50.62,31.04,plattogm,no change
Yone,TOP,2.87,50.62,31.04,plattogm,no change
Yorick,TOP,0.91,48.44,0.31,plattogm,no change
Yorick,MID,0.13,51.51,0.44,plattogm,no change
Yuumi,SUPPORT,9.12,48.87,9.42,plattogm,no change
Zac,TOP,0.25,52.87,0.63,plattogm,no change
Zac,JUNGLE,2.32,50.46,0.59,plattogm,no change
Zed,MID,8.98,51.15,27.55,plattogm,no change
Ziggs,MID,0.93,51.39,0.08,plattogm,no change
Ziggs,ADC,0.31,50.92,0.08,plattogm,no change
Zilean,SUPPORT,3.04,54.17,0.64,plattogm,no change
Zilean,MID,0.67,48.62,0.64,plattogm,no change
Zoe,MID,3.92,48.96,3.31,plattogm,no change
Zyra,SUPPORT,2.36,53.31,0.65,plattogm,no change
Aatrox,TOP,5.62,49.43,3.47,plattogm,no change
Aatrox,MID,0.84,51.42,3.47,plattogm,no change
Ahri,MID,6.08,51.39,1.29,plattogm,no change
