champ,role,winrate,rank,banrate,pickrate,change
Garen,MID,57.38,plattogm,4.41,0.96,no change
Gnar,TOP,52.09,plattogm,19.41,14.82,nerf
Gragas,TOP,49.84,plattogm,2.32,4.56,no change
Gragas,JUNGLE,48.74,plattogm,2.32,3.52,no change
Gragas,SUPPORT,48.88,plattogm,2.32,2.01,no change
Graves,JUNGLE,48.92,plattogm,6.22,9,no change
Hecarim,JUNGLE,53.61,plattogm,44.7,16.95,nerf
Heimerdinger,ADC,57.06,plattogm,0.57,0.48,no change
Heimerdinger,MID,52.85,plattogm,0.55,0.77,no change
Heimerdinger,TOP,50.05,plattogm,0.57,0.85,no change
Illaoi,TOP,50.51,plattogm,1.83,1.63,no change
Irelia,TOP,46.55,plattogm,18.62,7.21,no change
Irelia,MID,46.39,plattogm,18.62,4.11,no change
Ivern,JUNGLE,55.81,plattogm,1.09,2.34,no change
Janna,SUPPORT,52.31,plattogm,0.62,5.96,no change
Jarvan IV,JUNGLE,51.4,plattogm,0.27,3.79,no change
Jax,TOP,50.03,plattogm,5.62,4.6,no change
Jax,JUNGLE,53.05,plattogm,5.63,1.12,no change
Jayce,TOP,48.83,plattogm,1.49,4.33,no change
Jayce,MID,49.95,plattogm,1.49,1.08,no change
Jhin,ADC,50.62,plattogm,4.83,16.01,no change
Jinx,ADC,52.56,plattogm,2.74,13.32,no change
Kai'Sa,ADC,51.77,plattogm,30.59,31.39,no change
Kalista,ADC,48.34,plattogm,0.42,2.23,no change
Karma,SUPPORT,50,plattogm,0.82,7.29,no change
Karma,TOP,51.57,plattogm,0.82,0.85,no change
Karma,MID,51.95,plattogm,0.82,0.95,no change
Karthus,JUNGLE,52.38,plattogm,12.04,5.33,nerf
Kassadin,MID,50.09,plattogm,23.19,6.17,no change
Katarina,MID,50.71,plattogm,16.89,7.28,no change
Kayle,MID,54.24,plattogm,0.35,0.37,no change
Kayle,TOP,48.02,plattogm,0.35,1.72,no change
Kayn,JUNGLE,50.64,plattogm,11.35,10.09,no change
Kennen,TOP,52.92,plattogm,0.32,2.29,no change
Kennen,MID,55.73,plattogm,0.32,0.51,no change
Kha'Zix,JUNGLE,52.95,plattogm,13.35,10.04,no change
Kindred,JUNGLE,50.19,plattogm,0.92,3.13,no change
Kled,MID,52.32,plattogm,0.7,0.33,no change
Kled,TOP,48.49,plattogm,0.7,1.48,no change
Kog'Maw,ADC,51.28,plattogm,0.18,1.73,no change
Kog'Maw,MID,44.19,plattogm,0.18,0.21,no change
LeBlanc,MID,50.6,plattogm,2.51,3.41,buff
Lee Sin,JUNGLE,49.41,plattogm,2.75,10.73,no change
Leona,SUPPORT,50.68,plattogm,16.88,9.57,no change
Lillia,JUNGLE,46.78,plattogm,5.81,9.64,buff
Lissandra,MID,51.32,plattogm,0.32,1.82,no change
Lissandra,TOP,49.86,plattogm,0.33,0.24,no change
Lucian,MID,47.65,plattogm,5.36,4.93,no change
Lucian,ADC,49.45,plattogm,5.36,6.67,no change
Lucian,TOP,49.13,plattogm,5.36,1.27,no change
Lulu,SUPPORT,51.5,plattogm,13.14,12.99,no change
Lux,MID,50.86,plattogm,0.68,3.4,no change
Lux,SUPPORT,47.71,plattogm,0.68,3.98,no change
Malphite,TOP,50.67,plattogm,12.53,7.01,no change
Malphite,MID,48.38,plattogm,12.53,1.13,no change
Malzahar,MID,51.91,plattogm,2.3,2.9,no change
Malzahar,TOP,54.54,plattogm,2.68,0.4,no change
Maokai,SUPPORT,52.42,plattogm,0.36,2.12,no change
Maokai,TOP,50.79,plattogm,0.39,0.7,no change
Master Yi,JUNGLE,50.04,plattogm,8.1,4.56,no change
Miss Fortune,ADC,52.65,plattogm,0.43,5.07,no change
Mordekaiser,TOP,48.73,plattogm,3.63,4.34,no change
Mordekaiser,MID,55.22,plattogm,4.14,0.63,no change
Morgana,SUPPORT,50.94,plattogm,26.99,7.4,no change
Morgana,MID,49.91,plattogm,26.99,0.89,no change
Nami,SUPPORT,52.01,plattogm,0.18,5.51,no change
Nasus,TOP,52.43,plattogm,2.28,3.41,no change
Nautilus,SUPPORT,49.55,plattogm,7.75,7.9,no change
Neeko,MID,54.95,plattogm,0.37,1.93,no change
Neeko,TOP,55.72,plattogm,0.37,0.4,no change
Neeko,SUPPORT,44.27,plattogm,0.37,0.61,no change
Nidalee,JUNGLE,48.38,plattogm,3.69,6.73,no change
Nocturne,JUNGLE,51.5,plattogm,1.93,3.95,no change
Nocturne,MID,53.25,plattogm,1.93,1.24,no change
Nocturne,TOP,50.95,plattogm,1.93,1.24,no change
Olaf,JUNGLE,49.17,plattogm,7,4.38,no change
Orianna,MID,49.04,plattogm,0.64,5.78,no change
Ornn,TOP,51.09,plattogm,0.62,3.66,no change
Pantheon,MID,53.39,plattogm,6.51,2.28,no change
Pantheon,TOP,53.3,plattogm,6.51,1.16,no change
Pantheon,SUPPORT,46.48,plattogm,6.51,1.85,no change
Poppy,TOP,51.51,plattogm,1.18,2.2,no change
Poppy,JUNGLE,52.1,plattogm,1.18,1.61,no change
Pyke,SUPPORT,48.29,plattogm,4.41,6.09,tweak
Qiyana,MID,49.52,plattogm,3.84,5.66,no change
Quinn,TOP,51.98,plattogm,1.01,1.82,no change
Quinn,MID,52.38,plattogm,1.11,0.29,no change
Rakan,SUPPORT,49.95,plattogm,0.18,4.89,no change
Rammus,JUNGLE,51.04,plattogm,7.03,3.2,no change
Rek'Sai,JUNGLE,51.14,plattogm,2.35,4.17,no change
Rell,SUPPORT,50.38,plattogm,21.82,8.35,no change
Renekton,TOP,48.51,plattogm,8.85,6.57,nerf
Renekton,MID,53.77,plattogm,8.85,1.4,nerf
Rengar,JUNGLE,50.55,plattogm,6.12,4.23,no change
Rengar,TOP,50.44,plattogm,6.12,1.08,no change
Riven,TOP,52.58,plattogm,3.37,6.49,no change
Riven,MID,58.17,plattogm,3.37,1,no change
Rumble,MID,54.49,plattogm,0.33,1.29,no change
Rumble,TOP,49.76,plattogm,0.33,1.24,no change
Ryze,MID,46.48,plattogm,0.35,4.04,no change
Ryze,TOP,46.37,plattogm,0.35,1.35,no change
Samira,ADC,51.2,plattogm,10.24,6.84,no change
Sejuani,JUNGLE,48.94,plattogm,0.24,2.49,no change
Sejuani,TOP,48.84,plattogm,0.24,0.21,no change
Senna,SUPPORT,49.1,plattogm,15.86,8.63,no change
Senna,ADC,48.44,plattogm,15.86,3.93,no change
Seraphine,SUPPORT,51.48,plattogm,23.42,9.45,no change
Seraphine,ADC,57.72,plattogm,23.42,1.18,no change
Seraphine,MID,50.38,plattogm,23.42,1.88,no change
Sett,TOP,49.28,plattogm,2.36,4.86,no change
Sett,MID,51.87,plattogm,2.36,1.21,no change
Sett,SUPPORT,45.15,plattogm,2.36,2.21,no change
Shaco,JUNGLE,52.81,plattogm,11.84,6.88,no change
Shaco,SUPPORT,48.19,plattogm,11.84,1.77,no change
Shen,TOP,51.9,plattogm,2.04,5.42,no change
Shyvana,JUNGLE,51.03,plattogm,0.31,1.87,no change
Shyvana,TOP,48.38,plattogm,0.33,0.22,no change
Singed,TOP,53.67,plattogm,0.27,1.6,no change
Singed,MID,52.85,plattogm,0.24,0.22,no change
Sion,TOP,50.06,plattogm,0.34,4.59,no change
Sion,MID,56.01,plattogm,0.34,0.6,no change
Sivir,ADC,50.99,plattogm,2.98,7.57,no change
Skarner,JUNGLE,54.5,plattogm,2.09,3.31,no change
Sona,SUPPORT,54.43,plattogm,0.14,1.72,no change
Soraka,SUPPORT,49.11,plattogm,0.4,3.24,no change
Swain,ADC,53.86,plattogm,2.23,1.02,no change
Swain,SUPPORT,51.95,plattogm,2.23,2.69,no change
Swain,MID,51.26,plattogm,2.23,0.87,no change
Sylas,MID,51.37,plattogm,1.94,5.04,buff
Sylas,TOP,51.85,plattogm,1.94,2,buff
Syndra,MID,48.25,plattogm,0.91,3.92,no change
Tahm Kench,SUPPORT,55.79,plattogm,0.15,0.23,no change
Tahm Kench,ADC,52.49,plattogm,0.15,0.34,no change
Tahm Kench,TOP,45.88,plattogm,0.17,0.64,no change
Taliyah,JUNGLE,49.25,plattogm,0.45,2.46,no change
Talon,MID,49.35,plattogm,5.57,5.31,no change
Taric,SUPPORT,50.87,plattogm,0.24,1.14,no change
Teemo,TOP,48.89,plattogm,1.6,2.42,no change
Teemo,MID,54.31,plattogm,1.83,0.34,no change
Thresh,SUPPORT,51.95,plattogm,17.34,20.74,no change
Tristana,ADC,51.22,plattogm,8.23,15.54,no change
Tristana,MID,53.21,plattogm,8.23,2.43,no change
Trundle,TOP,55.19,plattogm,0.17,0.44,no change
Trundle,JUNGLE,51.39,plattogm,0.17,1.12,no change
Tryndamere,MID,54.16,plattogm,1.94,0.47,no change
Tryndamere,TOP,47.75,plattogm,1.94,2.2,no change
Twisted Fate,MID,51.47,plattogm,1.29,6.95,no change
Twitch,ADC,50.15,plattogm,3.73,3.88,no change
Twitch,SUPPORT,44.6,plattogm,3.73,0.52,no change
Udyr,JUNGLE,51.76,plattogm,50.76,7.9,no change
Urgot,TOP,53.19,plattogm,2.48,5.32,nerf
Urgot,MID,55.79,plattogm,2.8,0.55,nerf
Varus,ADC,48.65,plattogm,0.11,2.27,no change
Varus,MID,49.03,plattogm,0.11,0.27,no change
Vayne,ADC,52.62,plattogm,12.04,13.4,no change
Vayne,TOP,51.09,plattogm,12.04,1.57,no change
Veigar,MID,50.84,plattogm,0.52,2.73,no change
Veigar,ADC,52.05,plattogm,0.52,0.93,no change
Vel'Koz,MID,50.42,plattogm,0.47,1.92,no change
Vel'Koz,SUPPORT,50.38,plattogm,0.47,1.63,no change
Vi,JUNGLE,54.16,plattogm,0.38,2.6,no change
Viego,JUNGLE,50.6,plattogm,38.67,7.68,no change
Viego,MID,49.38,plattogm,38.67,3.09,no change
Viego,TOP,50.86,plattogm,38.67,2.35,no change
Viktor,MID,50.92,plattogm,0.97,4.78,no change
Vladimir,MID,50.61,plattogm,4.74,4.07,no change
Vladimir,TOP,51.1,plattogm,4.74,1.98,no change
Volibear,TOP,48.4,plattogm,2.13,4.2,tweak
Volibear,MID,53.79,plattogm,2.31,0.54,tweak
Volibear,JUNGLE,46.64,plattogm,2.13,0.78,tweak
Warwick,JUNGLE,50.6,plattogm,0.61,2.69,no change
Warwick,TOP,47.95,plattogm,0.61,0.73,no change
Wukong,TOP,52.58,plattogm,1.85,3.95,no change
Wukong,MID,52.61,plattogm,1.73,0.49,no change
Xayah,ADC,49.31,plattogm,0.63,7.12,no change
Xerath,MID,49.72,plattogm,0.62,1.77,no change
Xerath,SUPPORT,49.41,plattogm,0.62,1.74,no change
Xin Zhao,JUNGLE,46.79,plattogm,0.12,1.17,tweak
Yasuo,MID,49.04,plattogm,15.8,7.37,no change
Yasuo,TOP,50.34,plattogm,15.8,2.08,no change
Yasuo,ADC,50.91,plattogm,15.8,1.31,no change
Yone,MID,50.62,plattogm,31.04,10.54,no change
Yone,TOP,50.62,plattogm,31.04,2.87,no change
Yorick,TOP,48.44,plattogm,0.31,0.91,no change
Yorick,MID,51.51,plattogm,0.44,0.13,no change
Yuumi,SUPPORT,48.87,plattogm,9.42,9.12,no change
Zac,TOP,52.87,plattogm,0.63,0.25,no change
Zac,JUNGLE,50.46,plattogm,0.59,2.32,no change
Zed,MID,51.15,plattogm,27.55,8.98,no change
Ziggs,MID,51.39,plattogm,0.08,0.93,no change
Ziggs,ADC,50.92,plattogm,0.08,0.31,no change
Zilean,SUPPORT,54.17,plattogm,0.64,3.04,no change
Zilean,MID,48.62,plattogm,0.64,0.67,no change
Zoe,MID,48.96,plattogm,3.31,3.92,no change
Zyra,SUPPORT,53.31,plattogm,0.65,2.36,no change
Aatrox,TOP,49.43,plattogm,3.47,5.62,no change
Aatrox,MID,51.42,plattogm,3.47,0.84,no change
Ahri,MID,51.39,plattogm,1.29,6.08,no change
Akali,MID,48.04,plattogm,12.02,7.67,no change
Akali,TOP,49.34,plattogm,12.02,3.53,no change
Alistar,SUPPORT,50.81,plattogm,5.45,12.32,nerf
Amumu,JUNGLE,51.43,plattogm,0.52,1.84,buff
Anivia,MID,49.96,plattogm,9.45,4.28,no change
Annie,MID,54.22,plattogm,0.95,2.53,no change
Aphelios,ADC,44.55,plattogm,0.9,4.08,no change
Ashe,ADC,51.3,plattogm,0.41,4.37,buff
Aurelion Sol,MID,54.24,plattogm,0.25,0.83,no change
Azir,MID,45.77,plattogm,0.27,1.57,no change
Bard,SUPPORT,53.95,plattogm,2.18,6.84,no change
Blitzcrank,SUPPORT,51.23,plattogm,7.3,5.99,no change
Brand,SUPPORT,51.12,plattogm,2.2,2.69,no change
Brand,MID,53.55,plattogm,2.7,0.68,no change
Braum,SUPPORT,51.24,plattogm,0.25,2.29,buff
Caitlyn,ADC,51.69,plattogm,5.73,13.97,no change
Camille,TOP,50.38,plattogm,9.23,7.96,no change
Cassiopeia,MID,50.77,plattogm,1.32,2.14,no change
Cassiopeia,TOP,54.03,plattogm,1.32,0.55,no change
Cho'Gath,TOP,51.77,plattogm,2.2,5.28,no change
Cho'Gath,MID,51.82,plattogm,2.2,1.18,no change
Corki,MID,52.61,plattogm,0.24,2.2,no change
Darius,TOP,53.37,plattogm,30.52,6.89,no change
Diana,MID,52.74,plattogm,3.16,4.51,no change
Dr. Mundo,JUNGLE,51.63,plattogm,2.95,4.88,no change
Draven,ADC,51.15,plattogm,4.31,4.69,no change
Ekko,MID,49.83,plattogm,4.1,3.76,no change
Ekko,JUNGLE,48.74,plattogm,4.1,4.87,no change
Elise,JUNGLE,53.27,plattogm,9.81,6.66,no change
Evelynn,JUNGLE,51.25,plattogm,11.91,4.66,no change
Ezreal,ADC,49.04,plattogm,3.41,17.95,no change
Fiddlesticks,JUNGLE,53.9,plattogm,4.34,4.2,no change
Fiora,TOP,51.1,plattogm,10.34,6.97,no change
Fizz,MID,52.08,plattogm,10.06,4,no change
Galio,MID,53.19,plattogm,2.37,4.42,no change
Galio,SUPPORT,53.47,plattogm,2.37,3.52,no change
Gangplank,TOP,48.03,plattogm,2.11,4.22,no change
Gangplank,MID,52.92,plattogm,2.11,0.56,no change
Garen,TOP,52.17,plattogm,4.21,5.8,no change
Garen,MID,55.27,plattogm,4.21,1,no change
Gnar,TOP,49.55,plattogm,16.98,10.79,no change
Gragas,TOP,48.9,plattogm,1.67,3.68,no change
Gragas,JUNGLE,50.12,plattogm,1.67,3.11,no change
Gragas,SUPPORT,50.78,plattogm,1.67,2.14,no change
Graves,JUNGLE,49.48,plattogm,4.91,8.65,no change
Hecarim,JUNGLE,53.17,plattogm,59.47,14.05,nerf
Heimerdinger,MID,57.58,plattogm,0.58,0.78,no change
Heimerdinger,TOP,55.25,plattogm,0.58,0.86,no change
Heimerdinger,ADC,54.7,plattogm,0.58,0.39,no change
Illaoi,TOP,47.8,plattogm,1.67,1.59,no change
Irelia,TOP,47.04,plattogm,17.8,6.45,no change
Irelia,MID,45.03,plattogm,17.8,3.68,no change
Ivern,JUNGLE,51.42,plattogm,0.86,2.29,nerf
Janna,SUPPORT,50.65,plattogm,0.5,5.59,no change
Jarvan IV,JUNGLE,48.69,plattogm,0.22,3.27,no change
Jax,TOP,48.79,plattogm,5.35,4.55,no change
Jax,JUNGLE,50.01,plattogm,5.11,1.05,no change
Jayce,TOP,49.55,plattogm,1.76,4.26,no change
Jayce,MID,51.49,plattogm,1.76,1.09,no change
Jhin,ADC,51.94,plattogm,3.36,13.53,no change
Jinx,ADC,53.02,plattogm,3.45,15.82,no change
Kai'Sa,ADC,51.32,plattogm,27.1,30.4,no change
Kalista,ADC,50.18,plattogm,0.44,1.89,no change
Kalista,TOP,44.69,plattogm,0.42,0.33,no change
Karma,SUPPORT,50.22,plattogm,0.72,6.59,no change
Karthus,JUNGLE,50.77,plattogm,10.77,4.22,no change
Kassadin,MID,52.43,plattogm,23.4,5.35,no change
Katarina,MID,50.83,plattogm,15.85,7.49,no change
Kayle,TOP,51.51,plattogm,0.3,1.79,no change
Kayle,MID,54.68,plattogm,0.3,0.31,no change
Kayn,JUNGLE,50.6,plattogm,11,9.62,no change
Kennen,TOP,49.05,plattogm,0.39,1.97,no change
Kennen,MID,53.39,plattogm,0.35,0.41,no change
Kha'Zix,JUNGLE,51.95,plattogm,11.42,9.16,no change
Kindred,JUNGLE,50.9,plattogm,0.85,3.1,buff
Kled,MID,54.37,plattogm,0.75,0.37,no change
Kled,TOP,48.6,plattogm,0.75,1.8,no change
Kog'Maw,ADC,53.44,plattogm,0.16,1.4,no change
Kog'Maw,MID,50.71,plattogm,0.15,0.18,no change
LeBlanc,MID,49.65,plattogm,3.26,3.66,no change
Lee Sin,JUNGLE,50.6,plattogm,2.91,11.39,no change
Leona,SUPPORT,49.13,plattogm,18.13,10.64,no change
Lillia,JUNGLE,47.3,plattogm,4.82,7.66,no change
Lissandra,MID,52.1,plattogm,0.29,1.77,buff
Lissandra,TOP,52.68,plattogm,0.32,0.25,buff
Lucian,MID,47.65,plattogm,4.92,4.63,no change
Lucian,ADC,48.36,plattogm,4.92,6.18,no change
Lucian,TOP,47.42,plattogm,4.92,1.3,no change
Lulu,SUPPORT,51.43,plattogm,13.03,13.03,no change
Lux,MID,54.23,plattogm,0.74,3.36,no change
Lux,SUPPORT,49.03,plattogm,0.74,4.44,no change
Malphite,TOP,51.08,plattogm,12.93,6.78,no change
Malphite,MID,57.72,plattogm,12.93,1.15,no change
Malzahar,MID,52.85,plattogm,2.25,2.88,no change
Malzahar,TOP,55.73,plattogm,2.56,0.39,no change
Maokai,SUPPORT,55.13,plattogm,0.44,2.22,no change
Maokai,TOP,53.03,plattogm,0.44,1.34,no change
Master Yi,JUNGLE,49.04,plattogm,7.2,4.43,no change
Miss Fortune,ADC,52.59,plattogm,0.31,4.34,no change
Mordekaiser,TOP,47.71,plattogm,3.31,4.05,buff
Mordekaiser,MID,53.17,plattogm,3.78,0.59,buff
Morgana,SUPPORT,49.04,plattogm,27.63,7.58,no change
Nami,SUPPORT,51.79,plattogm,0.16,5.11,no change
Nasus,TOP,52.82,plattogm,2.15,3.5,no change
Nautilus,SUPPORT,49.62,plattogm,7.65,7.77,no change
Neeko,MID,50.51,plattogm,0.36,1.85,no change
Neeko,TOP,55.04,plattogm,0.36,0.4,no change
Neeko,SUPPORT,44.68,plattogm,0.36,0.58,no change
Nidalee,JUNGLE,48.9,plattogm,4.06,7.44,no change
Nocturne,JUNGLE,51.94,plattogm,3.29,4.97,no change
Nocturne,TOP,53.24,plattogm,3.29,1.17,no change
Nocturne,MID,52.92,plattogm,3.29,1.21,no change
Olaf,JUNGLE,50.6,plattogm,5.04,4.02,no change
Orianna,MID,49.66,plattogm,0.61,5.4,no change
Ornn,TOP,52.44,plattogm,0.63,3.87,no change
Pantheon,MID,52.68,plattogm,6.06,2.4,no change
Pantheon,TOP,51.13,plattogm,6.06,1.16,no change
Pantheon,SUPPORT,48.16,plattogm,6.06,1.77,no change
Poppy,TOP,51.76,plattogm,1.38,2.4,no change
Poppy,JUNGLE,52.37,plattogm,1.38,1.48,no change
Poppy,SUPPORT,47.01,plattogm,1.38,0.44,no change
Pyke,SUPPORT,47.78,plattogm,5.08,6.26,no change
Pyke,MID,49.62,plattogm,5.08,0.71,no change
Qiyana,MID,49.8,plattogm,4.46,5.37,no change
Quinn,MID,59.61,plattogm,1.13,0.3,no change
Quinn,TOP,52.09,plattogm,1.13,1.75,no change
Rakan,SUPPORT,53.45,plattogm,0.19,4.65,no change
Rammus,JUNGLE,50.13,plattogm,5.51,2.68,no change
Rek'Sai,JUNGLE,49.47,plattogm,2.17,3.69,no change
Rell,SUPPORT,51.41,plattogm,18.64,7.15,nerf
Renekton,TOP,49.44,plattogm,8.9,5.9,no change
Renekton,MID,53.15,plattogm,8.9,1.34,no change
Rengar,JUNGLE,49.73,plattogm,5.94,3.63,no change
Rengar,TOP,52.08,plattogm,5.94,1.11,no change
Riven,TOP,51.7,plattogm,3.35,6.38,no change
Riven,MID,53.73,plattogm,3.35,1.04,no change
Rumble,MID,55.02,plattogm,0.3,1.25,no change
Rumble,TOP,46.67,plattogm,0.3,1.24,no change
Ryze,MID,46.85,plattogm,0.39,3.25,no change
Ryze,TOP,44.84,plattogm,0.39,1.28,no change
Samira,ADC,50.08,plattogm,13.15,10.35,no change
Sejuani,JUNGLE,50.35,plattogm,0.19,2.22,no change
Sejuani,TOP,45.97,plattogm,0.2,0.29,no change
Senna,SUPPORT,49.74,plattogm,11.52,9.13,no change
Senna,ADC,49.84,plattogm,11.52,2.71,no change
Seraphine,SUPPORT,52.07,plattogm,15.1,8.04,no change
Seraphine,MID,50.22,plattogm,15.1,1.66,no change
Sett,TOP,49.87,plattogm,2.22,4.69,no change
Sett,MID,51.67,plattogm,2.22,1.19,no change
Sett,SUPPORT,46.4,plattogm,2.22,2.03,no change
Shaco,JUNGLE,52.88,plattogm,15.88,7.08,no change
Shaco,SUPPORT,49.5,plattogm,15.88,1.78,no change
Shen,TOP,51.49,plattogm,1.87,5.66,no change
Shyvana,JUNGLE,50.24,plattogm,0.24,1.6,no change
Shyvana,TOP,47.05,plattogm,0.26,0.23,no change
Singed,TOP,50.44,plattogm,0.25,1.59,no change
Singed,MID,54.83,plattogm,0.25,0.23,no change
Sion,TOP,51.05,plattogm,0.46,4.76,no change
Sion,MID,51.33,plattogm,0.46,0.62,no change
Sivir,ADC,51.51,plattogm,3.4,7.26,no change
Skarner,JUNGLE,53.13,plattogm,1.48,2.79,no change
Sona,SUPPORT,53.52,plattogm,0.1,1.69,no change
Soraka,SUPPORT,48.96,plattogm,0.36,2.94,no change
Swain,ADC,54.78,plattogm,2.4,1.08,no change
Swain,MID,54.53,plattogm,2.4,0.74,no change
Swain,SUPPORT,49.11,plattogm,2.4,2.57,no change
Sylas,MID,50.08,plattogm,4.27,8.36,no change
Sylas,TOP,52.13,plattogm,4.27,3.64,no change
Syndra,MID,47.25,plattogm,0.82,3.38,no change
Tahm Kench,ADC,50.14,plattogm,0.15,0.31,no change
Tahm Kench,SUPPORT,44.75,plattogm,0.17,0.24,no change
Tahm Kench,TOP,44.27,plattogm,0.15,0.55,no change
Taliyah,JUNGLE,50.65,plattogm,0.37,2.21,no change
Taliyah,SUPPORT,53.53,plattogm,0.37,0.26,no change
Talon,MID,50.08,plattogm,7,5.01,no change
Taric,SUPPORT,50.29,plattogm,0.22,1.08,no change
Teemo,TOP,52.59,plattogm,1.76,2.41,buff
Teemo,MID,47.61,plattogm,2.09,0.36,buff
Thresh,SUPPORT,51.61,plattogm,20.34,20.48,nerf
Tristana,ADC,51.17,plattogm,17.81,18.24,nerf
Tristana,MID,50.1,plattogm,17.81,2.49,nerf
Trundle,JUNGLE,48.92,plattogm,0.14,0.9,no change
Trundle,TOP,50.21,plattogm,0.14,0.4,no change
Tryndamere,MID,54.89,plattogm,1.98,0.43,no change
Tryndamere,TOP,48.48,plattogm,1.98,2.2,no change
Twisted Fate,MID,50.75,plattogm,1.43,6.61,no change
Twitch,ADC,51.51,plattogm,2.3,3.72,no change
Udyr,JUNGLE,51.54,plattogm,39.74,8.82,nerf
Urgot,TOP,52.16,plattogm,3.48,5.4,no change
Urgot,MID,60.17,plattogm,3.48,0.59,no change
Varus,ADC,47.92,plattogm,0.16,2.61,buff
Varus,MID,42.58,plattogm,0.16,0.41,buff
Vayne,ADC,53.04,plattogm,10.79,11.81,no change
Vayne,TOP,50.81,plattogm,10.79,1.68,no change
Veigar,MID,52.18,plattogm,0.57,2.66,no change
Veigar,ADC,49.46,plattogm,0.57,0.88,no change
Veigar,SUPPORT,45.84,plattogm,0.65,0.55,no change
Vel'Koz,MID,56.28,plattogm,0.48,1.79,no change
Vel'Koz,SUPPORT,48.24,plattogm,0.48,1.58,no change
Vi,JUNGLE,54.33,plattogm,0.31,2.51,no change
Viego,JUNGLE,50.09,plattogm,34.84,7.18,no change
Viego,MID,50.62,plattogm,34.84,2.81,no change
Viego,TOP,48.95,plattogm,34.84,2.21,no change
Viktor,MID,52.05,plattogm,0.74,4.12,no change
Vladimir,MID,50.94,plattogm,4.61,3.89,no change
Vladimir,TOP,50.22,plattogm,4.61,1.79,no change
Volibear,TOP,51.25,plattogm,4.38,4.9,no change
Volibear,JUNGLE,52.27,plattogm,4.38,5.13,no change
Warwick,JUNGLE,53.21,plattogm,0.64,2.77,no change
Warwick,TOP,55.61,plattogm,0.59,0.81,no change
Wukong,TOP,53.75,plattogm,1.92,4.2,no change
Wukong,MID,58.56,plattogm,1.92,0.57,no change
Wukong,JUNGLE,43.18,plattogm,1.8,0.57,no change
Xayah,ADC,48.64,plattogm,0.51,7.09,no change
Xerath,MID,52.62,plattogm,0.88,1.76,no change
Xerath,SUPPORT,49.47,plattogm,0.88,1.99,no change
Xin Zhao,JUNGLE,49.81,plattogm,3.57,6.39,no change
Xin Zhao,TOP,46.56,plattogm,3.57,0.89,no change
Yasuo,MID,47.63,plattogm,14.82,6.74,buff
Yasuo,TOP,47.4,plattogm,14.82,1.79,buff
Yasuo,ADC,47.72,plattogm,14.82,1.25,buff
Yone,MID,50.15,plattogm,29.34,10.05,no change
Yone,TOP,50.87,plattogm,29.34,2.88,no change
Yorick,MID,53.43,plattogm,0.4,0.14,no change
Yorick,TOP,46.43,plattogm,0.35,1.04,no change
Yuumi,SUPPORT,48.8,plattogm,9.12,8.44,no change
Zac,JUNGLE,50.48,plattogm,0.57,2.3,no change
Zac,TOP,53.47,plattogm,0.57,0.34,no change
Zac,SUPPORT,47.88,plattogm,0.56,0.23,no change
Zed,MID,51.66,plattogm,29.31,9.39,no change
Ziggs,MID,52.69,plattogm,0.08,0.91,no change
Ziggs,ADC,51.33,plattogm,0.08,0.3,no change
Zilean,SUPPORT,54.08,plattogm,0.79,3.26,no change
Zilean,MID,52.21,plattogm,0.79,0.83,no change
Zoe,MID,48.09,plattogm,3.01,3.89,no change
Zyra,SUPPORT,53.52,plattogm,0.71,2.43,no change
Aatrox,TOP,49.59,plattogm,3.13,5.8,no change
Aatrox,MID,51.65,plattogm,3.13,0.78,no change
Ahri,MID,52.36,plattogm,1.32,5.59,no change
Akali,MID,47.68,plattogm,12.35,7.14,no change
Akali,TOP,48.74,plattogm,12.35,3.33,no change
Alistar,SUPPORT,50.95,plattogm,5.98,10.73,no change
Amumu,JUNGLE,54.62,plattogm,0.59,2.22,no change
Anivia,MID,51.9,plattogm,8.1,3.61,no change
Annie,MID,54.59,plattogm,0.99,2.46,nerf
Annie,SUPPORT,50.6,plattogm,1.06,0.28,nerf
Aphelios,ADC,47.6,plattogm,0.63,3.53,buff
Ashe,ADC,53.74,plattogm,0.59,6.55,no change
Aurelion Sol,MID,54.69,plattogm,0.21,0.8,no change
Aurelion Sol,TOP,47.42,plattogm,0.2,0.09,no change
Azir,MID,48.32,plattogm,0.23,1.53,no change
Bard,SUPPORT,53.4,plattogm,3.23,7.26,no change
Blitzcrank,SUPPORT,48.96,plattogm,7.13,6.19,no change
Brand,MID,51.81,plattogm,2.79,0.69,no change
Brand,SUPPORT,48.94,plattogm,2.28,2.67,no change
Braum,SUPPORT,51.18,plattogm,0.39,3.82,no change
Caitlyn,ADC,50.99,plattogm,5.69,11.17,no change
Camille,TOP,51.66,plattogm,9.13,8.11,no change
Cassiopeia,MID,54.83,plattogm,1.16,2,buff
Cassiopeia,TOP,52.32,plattogm,1.16,0.47,buff
Cassiopeia,ADC,51.25,plattogm,1.18,0.24,buff
Cho'Gath,TOP,53.5,plattogm,2.18,4.83,no change
Cho'Gath,MID,53.05,plattogm,2.18,1.08,no change
Corki,MID,52.23,plattogm,0.29,2.4,no change
Darius,TOP,53.37,plattogm,31.01,7.18,buff
Diana,MID,52.98,plattogm,3.15,4.44,buff
Dr. Mundo,JUNGLE,52.29,plattogm,3.71,4.84,no change
